x,y,labels,dist_from_origin,dist_from_TAC-1,name
0.011830483,0.05658785,TAC-1,0.11575155705213547,0.19378948211669922,RNA PCA
-0.01497362,0.006263829,TAC-1,0.03246406838297844,0.08051492273807526,RNA PCA
-0.029431587,-0.011394397,TAC-1,0.06314195692539215,0.04208607226610184,RNA PCA
0.019664016,-0.008364118,TAC-1,0.04274580255150795,0.1042989194393158,RNA PCA
0.026601644,-0.054870646,TAC-1,0.12210938334465027,0.11601559072732925,RNA PCA
-0.044220336,-0.063666955,TAC-1,0.15534573793411255,0.07228100299835205,RNA PCA
0.03618114,0.0029824094,TAC-1,0.07263924926519394,0.14417432248592377,RNA PCA
0.05412116,-0.018670857,TAC-1,0.11462829262018204,0.16406424343585968,RNA PCA
-0.04698913,-0.04228663,TAC-1,0.12659871578216553,0.045477088540792465,RNA PCA
0.005050338,-0.005774006,TAC-1,0.015339495614171028,0.08265332132577896,RNA PCA
0.0023938906,0.008289211,TAC-1,0.01725565269589424,0.09977112710475922,RNA PCA
0.024500163,-0.0019267534,TAC-1,0.04916107654571533,0.11900151520967484,RNA PCA
-0.047102015,-0.025730552,TAC-1,0.10744664818048477,0.04298187047243118,RNA PCA
0.0025851927,-0.012996942,TAC-1,0.02650606445968151,0.07006749510765076,RNA PCA
0.026478698,0.012251107,TAC-1,0.05836702883243561,0.1386733055114746,RNA PCA
0.0651462,-0.058649693,TAC-1,0.17576569318771362,0.19169220328330994,RNA PCA
-0.06489543,-0.060362007,TAC-1,0.17772287130355835,0.0953540951013565,RNA PCA
-0.11389946,-0.06438368,TAC-1,0.26318275928497314,0.18744340538978577,RNA PCA
0.07939137,-0.011248936,TAC-1,0.16071391105651855,0.2166908234357834,RNA PCA
-0.00050937803,-0.07468154,TAC-1,0.14964503049850464,0.10005731880664825,RNA PCA
0.0007161729,0.00460928,TAC-1,0.009328469634056091,0.09184736013412476,RNA PCA
0.063042685,-0.094592206,TAC-1,0.2283373922109604,0.2196921706199646,RNA PCA
0.006216122,0.00092710956,TAC-1,0.012572318315505981,0.09344088286161423,RNA PCA
-0.0814197,-0.040165722,TAC-1,0.1820775866508484,0.11114893853664398,RNA PCA
0.034901846,0.0186636,TAC-1,0.07919860631227493,0.15985190868377686,RNA PCA
0.06037807,-0.007233753,TAC-1,0.12177012115716934,0.18137094378471375,RNA PCA
-0.06347233,-0.007418766,TAC-1,0.12798283994197845,0.08900140225887299,RNA PCA
0.023529934,-0.029221699,TAC-1,0.07507004588842392,0.10069024562835693,RNA PCA
0.066333584,0.065042555,TAC-1,0.18634000420570374,0.26973775029182434,RNA PCA
-0.01839801,0.016643846,TAC-1,0.049629680812358856,0.0992075651884079,RNA PCA
0.0007854873,0.033779718,TAC-1,0.0676032155752182,0.1430608481168747,RNA PCA
-0.06583059,-0.010536127,TAC-1,0.133534774184227,0.08978544175624847,RNA PCA
0.009154712,-0.018561287,TAC-1,0.04139719903469086,0.07674559950828552,RNA PCA
0.05121166,0.008961321,TAC-1,0.10407356172800064,0.1763646900653839,RNA PCA
-0.0318611,0.11649077,TAC-1,0.24272313714027405,0.29895928502082825,RNA PCA
0.056819797,0.025326908,TAC-1,0.12457834929227829,0.2030283510684967,RNA PCA
0.015089609,-0.0148630785,TAC-1,0.042368002235889435,0.09051463752985,RNA PCA
0.039548278,-0.022419961,TAC-1,0.09098559617996216,0.13403137028217316,RNA PCA
-0.022942508,-0.056975983,TAC-1,0.12299830466508865,0.05018775165081024,RNA PCA
-0.008909558,-0.082991056,TAC-1,0.1673252433538437,0.10797926038503647,RNA PCA
0.0078066974,0.021021612,TAC-1,0.04485643282532692,0.12692531943321228,RNA PCA
-0.028548604,-0.024711566,TAC-1,0.07555187493562698,0.015517215244472027,RNA PCA
-0.07391297,-0.059779834,TAC-1,0.19069930911064148,0.10992512106895447,RNA PCA
-0.07122269,-0.01594986,TAC-1,0.14623337984085083,0.0951724499464035,RNA PCA
0.013390037,-0.036224127,TAC-1,0.07727748900651932,0.08062171190977097,RNA PCA
0.0065074884,-0.0028231589,TAC-1,0.01418495737016201,0.08871050179004669,RNA PCA
-0.035379864,-0.038616557,TAC-1,0.10484275966882706,0.02165401354432106,RNA PCA
-0.03353494,-0.048947755,TAC-1,0.11880633234977722,0.036246687173843384,RNA PCA
-0.029061252,-0.10363645,TAC-1,0.21610493957996368,0.1437361240386963,RNA PCA
-0.037109043,0.035764303,TAC-1,0.10316765308380127,0.13777153193950653,RNA PCA
-0.115723036,-0.06505055,TAC-1,0.2670828402042389,0.19139514863491058,RNA PCA
-0.034190238,-0.0027135925,TAC-1,0.06862293928861618,0.06099435314536095,RNA PCA
-0.013614348,0.018728854,TAC-1,0.04631613567471504,0.10527419298887253,RNA PCA
0.0047733136,0.044993844,TAC-1,0.09055394679307938,0.16687558591365814,RNA PCA
-0.023915146,0.020198409,TAC-1,0.0626266822218895,0.10508973151445389,RNA PCA
-0.04138605,-0.004832105,TAC-1,0.08338159322738647,0.06229541078209877,RNA PCA
0.05601799,0.029601753,TAC-1,0.126886785030365,0.20671941339969635,RNA PCA
